,MINERAL_DEPOSIT_NO,DISCOVERY_YEAR,SITE_NO,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,SURVEY_METHOD,COMMODITY_NAME,SIGNIFICANCE,MINERAL,RELATIVE_ABUNDANCE_CODE,MINERAL_TYPE,WEATHERING_PRODUCT,Is_present
10628,3296,1840.0,476438,54,138.53,-34.92,Google Earth image,Clay,MAJOR,,,,,0
10629,3297,1863.0,476439,54,138.74,-34.88,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
10635,3298,1865.0,476440,54,138.62,-34.99,Google Earth image,Sandstone,MINOR,,,,,0
10638,3299,1865.0,476441,54,138.62,-34.99,Google Earth image,Slate,MINOR,,,,,0
10641,3300,1865.0,476442,54,138.62,-34.99,Google Earth image,Slate,MINOR,,,,,0
10644,3301,-,476443,54,138.74,-34.93,Digital Image,Quartzite,MAJOR,,,,,0
10645,3302,1851.0,476444,54,138.72,-34.86,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10646,3303,1912.0,476445,54,138.56,-34.91,Google Earth image,Clay,MAJOR,,,,,0
10647,3304,-,476446,54,138.63,-34.89,Google Earth image,Sand,MAJOR,,,,,0
10649,3305,-,476447,54,138.71,-34.88,Google Earth image,Sand,MAJOR,,,,,0
10651,3306,-,476448,54,138.71,-34.88,Google Earth image,Sand,MAJOR,,,,,0
10653,3307,1927.0,476449,54,138.57,-34.91,Digital Image,Clay,MAJOR,,,,,0
10654,3308,1940.0,476450,54,138.54,-34.89,Digital Image,Clay,MAJOR,,,,,0
10655,3309,1920.0,476451,54,138.58,-34.9,Google Earth image,Clay,MAJOR,,,,,0
10656,3310,1860.0,476452,54,138.63,-34.99,Google Earth image,Slate,MAJOR,,,,,0
10657,3311,1932.0,476453,54,138.64,-34.99,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10658,3312,1966.0,476454,54,138.74,-34.78,Google Earth image,Shale,MAJOR,,,,,0
10659,3313,1898.0,476455,54,138.68,-34.94,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10663,3314,1898.0,476456,54,138.68,-34.95,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10669,3316,1900.0,476458,54,138.74,-34.87,Google Earth image,Copper,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
10672,3317,-,476459,54,138.68,-34.75,Google Earth image,Clay,MAJOR,,,,,0
10673,3318,1887.0,476460,54,138.66,-34.97,Google Earth image,Silver,MINOR,Argentite,TRACE,ORE,N,0
10685,3319,-,476461,54,138.75,-34.83,Google Earth image,Clay,MAJOR,,,,,0
10686,3320,1959.0,476462,54,138.72,-34.83,Digital Image,Sand,MAJOR,,,,,0
10688,3321,1956.0,476463,54,138.69,-34.99,Google Earth image,Shale,MINOR,,,,,0
10690,3322,1990.0,476464,54,138.74,-34.78,Google Earth image,Clay,MAJOR,,,,,0
10691,3323,1970.0,476465,54,138.7,-34.83,Google Earth image,Clay,MAJOR,,,,,0
10694,3326,1920.0,476468,54,138.56,-34.91,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
10697,3328,1849.0,476470,54,138.63,-34.92,Google Earth image,Clay,MAJOR,,,,,0
10698,3329,-,476471,54,138.68,-34.94,Google Earth image,Quartzite,MAJOR,,,,,0
10699,3330,1848.0,476472,54,138.75,-34.87,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
10704,3332,1948.0,476474,54,138.69,-34.83,Google Earth image,Clay,MAJOR,,,,,0
10705,3333,1956.0,476475,54,138.72,-34.85,Google Earth image,Sand,MAJOR,,,,,0
10707,3334,1863.0,476476,54,138.68,-34.95,Google Earth image,Slate,MINOR,,,,,0
10709,3335,1900.0,476477,54,138.63,-34.98,Digitised,Quartzite,MAJOR,,,,,0
10710,3336,1960.0,476478,54,138.68,-34.98,Google Earth image,Sandstone,MINOR,,,,,0
10712,3338,1848.0,476480,54,138.66,-34.97,Digital Image,Lead,MAJOR,Argentite,TRACE,ORE,N,0
10730,3339,1847.0,476481,54,138.66,-34.96,GPS Standalone Navigational,Lead,MAJOR,Argentite,RARE,ORE,N,0
10738,3340,1920.0,476482,54,138.56,-34.91,Digital Image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,N,0
10739,3342,1888.0,476484,54,138.73,-34.89,Google Earth image,Copper,MAJOR,Argentite,RARE,ORE,N,0
10753,3343,1844.0,476485,54,138.67,-34.95,Google Earth image,Lead,MAJOR,Galena,TRACE,ORE,N,0
10756,3344,1957.0,476486,54,138.75,-34.84,Google Earth image,Clay,MINOR,,,,,0
10758,3345,1920.0,476487,54,138.55,-34.9,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
10759,3346,1920.0,476488,54,138.57,-34.9,Digital Image,Clay,MAJOR,,,,,0
10760,3347,1900.0,476489,54,138.6,-34.98,Google Earth image,Slate,MAJOR,,,,,0
10761,3348,1856.0,476490,54,138.75,-34.82,Google Earth image,Sandstone,MAJOR,,,,,0
10762,3349,1838.0,476491,54,138.65,-34.96,GPS Standalone Navigational,Zinc,MINOR,Argentite,RARE,ORE,N,0
10783,3350,1850.0,476492,54,138.65,-34.97,Google Earth image,Slate,MAJOR,,,,,0
10784,3351,1851.0,476493,54,138.65,-34.97,Google Earth image,Slate,MINOR,,,,,0
10788,3353,1905.0,476495,54,138.75,-34.77,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
10790,3354,1962.0,476496,54,138.72,-34.78,Google Earth image,Quartzite,MAJOR,,,,,0
10791,3355,1850.0,476497,54,138.7,-34.78,Google Earth image,Slate,MAJOR,,,,,0
10792,3356,1943.0,476498,54,138.68,-34.94,Google Earth image,Quartzite,MAJOR,,,,,0
10794,3357,1963.0,476499,54,138.72,-34.79,Google Earth image,Sand,MINOR,,,,,0
10797,3358,1956.0,476500,54,138.74,-34.79,Google Earth image,Shale,MINOR,,,,,0
10799,3359,1954.0,476501,54,138.74,-34.78,Google Earth image,Sand,MAJOR,,,,,0
10804,3360,1950.0,476502,54,138.73,-34.77,Google Earth image,Shale,MINOR,,,,,0
10806,3361,1920.0,476503,54,138.57,-34.91,Google Earth image,Clay,MAJOR,,,,,0
10807,3362,1912.0,476504,54,138.56,-34.91,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
10810,3363,1890.0,476505,54,138.56,-34.91,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
10811,3364,1880.0,476506,54,138.75,-34.82,Google Earth image,Sandstone,MAJOR,,,,,0
10813,3365,-,476507,54,138.74,-34.83,Google Earth image,Magnesite,MINOR,,,,,0
10817,3366,-,476508,54,138.75,-34.83,Google Earth image,Dolomite,MAJOR,Magnesite,MINOR,ORE,Y,0
10819,3368,1851.0,476510,54,138.55,-34.91,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10820,3370,1920.0,476512,54,138.56,-34.91,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
10821,3371,1854.0,476513,54,138.74,-34.97,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10824,3372,1935.0,476514,54,138.58,-34.83,Google Earth image,Shell grit,MINOR,Halite,ABUNDANT,ORE,N,0
10826,3375,1920.0,476517,54,138.67,-34.79,Google Earth image,Quartzite,MAJOR,,,,,0
10827,3376,1920.0,476518,54,138.56,-34.92,Digital Image,Clay,MAJOR,,,,,0
10828,3377,1920.0,476519,54,138.57,-34.89,Digital Image,Clay,MAJOR,,,,,0
10829,3378,1878.0,476520,54,138.73,-34.84,Google Earth image,Quartzite,MAJOR,,,,,0
10830,3379,1920.0,476521,54,138.57,-34.9,Digital Image,Clay,MAJOR,,,,,0
10831,3380,1926.0,476522,54,138.64,-34.76,Google Earth image,Clay,MAJOR,,,,,0
10832,3381,1869.0,476523,54,138.75,-34.96,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10835,3383,1955.0,476525,54,138.74,-34.84,Google Earth image,Sandstone,MAJOR,,,,,0
10836,3384,1890.0,476526,54,138.75,-34.82,Google Earth image,Clay,MAJOR,,,,,0
10837,3385,1844.0,476527,54,138.66,-34.97,Google Earth image,Lead,MAJOR,Galena,TRACE,ORE,N,0
10839,3386,1890.0,476528,54,138.66,-34.97,Google Earth image,Lead,MAJOR,Calcite,TRACE,GANGUE,N,0
10842,3387,1844.0,476529,54,138.7,-34.92,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
10844,3388,1895.0,476530,54,138.71,-34.88,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10845,3389,1863.0,476531,54,138.72,-34.89,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10849,3390,1950.0,476532,54,138.72,-34.89,Google Earth image,Quartzite,MAJOR,,,,,0
10850,3391,1950.0,476533,54,138.72,-34.89,Google Earth image,Quartzite,MAJOR,,,,,0
10851,3392,1858.0,476534,54,138.63,-34.98,Google Earth image,Slate,MAJOR,,,,,0
10853,3394,-,476536,54,138.57,-34.89,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,N,0
10854,3395,1890.0,476537,54,138.69,-34.91,Google Earth image,Clay,MAJOR,,,,,0
10857,3399,1858.0,476541,54,138.58,-34.91,Google Earth image,Coal,MAJOR,,,,,0
10858,3401,1881.0,476543,54,138.75,-34.9,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10859,3402,1974.0,476544,54,138.72,-34.85,Digital Image,Sand,MAJOR,,,,,0
10860,3403,1868.0,476545,54,138.74,-34.89,Google Earth image,Silver,MINOR,Argentite,TRACE,ORE,N,0
10874,3404,1865.0,476546,54,138.74,-34.88,Google Earth image,Silver,MINOR,Argentite,RARE,ORE,N,0
10904,3405,1889.0,476547,54,138.72,-34.99,Google Earth image,Silver,MINOR,Argentite,TRACE,ORE,N,0
10946,3407,1931.0,476549,54,138.72,-34.93,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
10949,3408,1967.0,476550,54,138.52,-34.79,Digital Image,Sand,MAJOR,,,,,0
10950,3409,1920.0,476551,54,138.69,-34.86,Digital Image,Quartzite,MAJOR,,,,,0
10951,3410,1949.0,476552,54,138.72,-34.85,Google Earth image,Slate,MAJOR,,,,,0
10952,3411,1920.0,476553,54,138.54,-34.9,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
10953,3412,1959.0,842526,54,138.54,-34.9,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
10954,3413,-,476555,54,138.74,-34.78,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,N,0
10955,3414,1880.0,476556,54,138.71,-34.83,Digital Image,Shale,MINOR,,,,,0
10958,3415,1920.0,476557,54,138.66,-34.87,Google Earth image,Gravel,MINOR,,,,,0
10960,3416,-,476558,54,138.68,-34.93,"Sourced from documents (PLANS, ENV, RB,etc)",Slate,MAJOR,Malachite,TRACE,ORE,Y,0
10964,3417,1946.0,2090644,54,138.72,-34.96,Google Earth image,Shale,MAJOR,,,,,0
10966,3418,1848.0,476560,54,138.74,-34.88,Google Earth image,Copper,MAJOR,Calcite,MINOR,GANGUE,N,0
10971,3420,1847.0,476562,54,138.73,-34.86,Google Earth image,Silver,MINOR,Argentite,TRACE,ORE,N,0
10987,3422,1947.0,476564,54,138.73,-34.85,Google Earth image,Sandstone,MAJOR,,,,,0
10989,3423,1890.0,476565,54,138.72,-34.89,Google Earth image,Sandstone,MINOR,,,,,0
10991,3424,1947.0,476566,54,138.73,-34.78,Google Earth image,Sand,MAJOR,,,,,0
10992,3425,1970.0,476567,54,138.73,-34.78,Google Earth image,Sand,MAJOR,,,,,0
10993,3426,1962.0,476568,54,138.72,-34.79,Google Earth image,Silica sand,MINOR,Quartz,MAJOR,ORE,N,0
10998,3427,1920.0,476554,54,138.58,-34.89,Google Earth image,Clay,MAJOR,,,,,0
10999,3428,1939.0,476570,54,138.69,-34.75,Google Earth image,Quartzite,MAJOR,,,,,0
11000,3429,1995.0,476571,54,138.73,-34.77,Digital Image,Gravel,MAJOR,,,,,0
11001,3430,1967.0,476572,54,138.71,-34.78,Google Earth image,Sandstone,MAJOR,,,,,0
11003,3431,1995.0,476573,54,138.72,-34.77,Digital Image,Gravel,MINOR,,,,,0
11005,3432,1844.0,476574,54,138.62,-34.98,Google Earth image,Slate,MAJOR,,,,,0
11007,3433,-,476575,54,138.72,-34.99,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11010,3434,1979.0,476576,54,139.3,-34.49,"Sourced from documents (PLANS, ENV, RB,etc)",Coal,MAJOR,Andradite,MAJOR,ORE,N,0
11011,3435,1888.0,476577,54,138.65,-34.98,Google Earth image,Silver,MINOR,Argentite,TRACE,ORE,N,0
11021,3436,1956.0,476578,54,138.54,-34.9,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
11022,3437,1888.0,476579,54,138.67,-34.98,Google Earth image,Silver,MINOR,Argentite,TRACE,ORE,N,0
11032,3438,1925.0,476580,54,138.71,-34.99,Google Earth image,Quartzite,MAJOR,,,,,0
11033,3439,1844.0,476581,54,138.68,-34.93,Google Earth image,Copper,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
11036,3440,1837.0,476582,54,138.69,-34.94,Google Earth image,Sandstone,MINOR,,,,,0
11038,3441,1880.0,476583,54,138.71,-34.82,GPS Standalone Navigational,Clay,MAJOR,,,,,0
11039,3442,1880.0,1437980,54,138.71,-34.83,GPS Standalone Navigational,Clay,MAJOR,,,,,0
11040,3443,1880.0,1437978,54,138.72,-34.82,GPS Standalone Navigational,Clay,MAJOR,,,,,0
11041,3445,1850.0,476587,54,138.73,-34.84,Google Earth image,Sandstone,MINOR,,,,,0
11043,3446,1888.0,1766263,54,138.72,-34.82,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11045,3448,1854.0,476590,54,138.73,-34.83,Google Earth image,Quartzite,MAJOR,,,,,0
11046,3449,1868.0,476591,54,138.75,-34.83,Google Earth image,Sandstone,MAJOR,,,,,0
11047,3450,1853.0,476592,54,138.74,-34.83,GPS Standalone Navigational,Silver,MINOR,Argentite,RARE,ORE,N,0
11055,3451,1920.0,476593,54,138.68,-34.79,Google Earth image,Quartzite,MAJOR,,,,,0
11056,3453,1957.0,476595,54,138.74,-34.86,Google Earth image,Dolomite,MAJOR,,,,,0
11057,3454,1920.0,476597,54,138.66,-34.86,Google Earth image,Gravel,MINOR,,,,,0
11059,3455,1920.0,476598,54,138.56,-34.92,Google Earth image,Clay,MAJOR,,,,,0
11060,3456,1956.0,476599,54,138.74,-34.9,Google Earth image,Sandstone,MAJOR,,,,,0
11061,3457,1880.0,476600,54,138.65,-34.97,Google Earth image,Slate,MINOR,,,,,0
11063,3458,1914.0,476601,54,138.6,-34.97,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11064,3460,1882.0,476603,54,138.75,-34.95,Google Earth image,Tin,MINOR,Gold,RARE,ORE,N,0
11072,3461,1926.0,1766229,54,138.56,-34.91,Google Earth image,Clay,MAJOR,,,,,0
11073,3463,1920.0,476606,54,138.72,-34.86,Google Earth image,Quartzite,MAJOR,,,,,0
11074,3464,1890.0,476607,54,138.65,-34.84,Google Earth image,Slate,MINOR,,,,,0
11077,3465,1884.0,476608,54,138.68,-34.96,Google Earth image,Copper,MAJOR,Chalcopyrite,TRACE,ORE,N,0
11081,3466,1894.0,476609,54,138.68,-34.96,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11085,3468,1870.0,476611,54,138.62,-35.0,Google Earth image,Slate,MAJOR,,,,,0
11086,3469,1840.0,476612,54,138.74,-34.87,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
11090,3470,1847.0,476613,54,138.65,-34.97,Google Earth image,Silver,MINOR,Argentite,RARE,ORE,N,0
11100,3471,1846.0,476614,54,138.75,-34.89,Google Earth image,Copper,MAJOR,Iron oxide (non specific),MAJOR,GANGUE,Y,0
11103,3472,1841.0,476615,54,138.66,-34.96,GPS Standalone Navigational,Silver,MINOR,Argentite,RARE,ORE,N,0
11113,3473,1888.0,476616,54,138.67,-34.98,Google Earth image,Silver,MINOR,Azurite,TRACE,ORE,Y,0
11133,3474,1848.0,476617,54,138.65,-34.97,Google Earth image,Lead,MAJOR,Galena,TRACE,ORE,N,0
11135,3475,1853.0,476618,54,138.73,-34.88,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
11141,3476,1843.0,476619,54,138.65,-34.96,GPS Standalone Navigational,Silver,MINOR,Argentite,TRACE,ORE,N,0
11151,3477,1944.0,476620,54,138.71,-34.92,Google Earth image,Quartzite,MAJOR,Quartz,RARE,ORE,N,0
11153,3478,1849.0,476621,54,138.71,-34.83,Digital Image,Clay,MAJOR,,,,,0
11154,3479,1920.0,476622,54,138.55,-34.9,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,Clay mineral,ABUNDANT,ORE,N,0
11155,3480,1899.0,476623,54,138.57,-34.9,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,Clay mineral,ABUNDANT,ORE,N,0
11156,3481,1861.0,476624,54,138.62,-34.99,Google Earth image,Quartzite,MAJOR,,,,,0
11157,3482,1861.0,476625,54,138.62,-34.99,Google Earth image,Quartzite,MAJOR,,,,,0
11158,3483,1850.0,476626,54,138.64,-34.84,GPS Standalone Navigational,Slate,MINOR,,,,,0
11161,3484,1923.0,476627,54,138.71,-34.97,Digital Image,Sandstone,MAJOR,,,,,0
11162,3485,-,476628,54,138.56,-34.91,Google Earth image,Clay,MAJOR,Clay mineral,ABUNDANT,ORE,N,0
11163,3486,-,476629,54,138.56,-34.91,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,Clay mineral,ABUNDANT,ORE,N,0
11171,3491,1951.0,476634,54,139.06,-35.3,Digital Image,Calcrete,MAJOR,,,,,0
11172,3492,1970.0,476635,54,139.14,-35.37,Google Earth image,Silica sand,MINOR,Quartz,ABUNDANT,ORE,N,0
11174,3493,1940.0,476636,54,139.21,-35.29,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
11175,3494,-,476637,53,137.19,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11176,3495,-,476638,53,137.19,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11177,3496,-,476639,53,137.16,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11178,3497,-,476640,53,137.19,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11179,3498,-,476641,53,137.14,-30.43,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11180,3499,-,476642,53,137.21,-30.49,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11181,3500,-,476643,53,137.17,-30.43,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11182,3501,-,476644,53,137.18,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11183,3502,-,476645,53,137.16,-30.43,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11184,3503,-,476646,53,137.19,-30.48,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11185,3504,-,476647,53,137.17,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11186,3505,-,476648,53,137.18,-30.45,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11187,3506,-,476649,53,137.17,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11188,3507,-,476650,53,137.16,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11189,3508,-,476651,53,137.16,-30.45,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11190,3509,-,476652,53,137.15,-30.42,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11191,3510,1981.0,476653,53,137.77,-30.97,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,Chalcopyrite,RARE,ORE,N,0
11195,3511,-,476654,53,137.17,-30.45,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11196,3512,-,476655,53,137.21,-30.5,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11197,3513,-,476656,53,137.17,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11198,3514,-,476657,53,137.16,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11199,3515,-,476658,53,137.15,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11200,3516,1991.0,476659,53,137.21,-30.51,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11201,3517,1930.0,476660,53,137.17,-30.45,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11202,3518,-,476661,53,137.15,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11203,3519,-,476662,53,137.83,-30.02,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
11204,3520,-,476663,53,137.18,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11205,3521,1883.0,476664,53,137.68,-30.05,Google Earth image,Copper,MAJOR,Carbonate,MAJOR,GANGUE,N,0
11208,3523,-,476666,53,137.21,-30.5,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11209,3525,-,476668,53,137.19,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11210,3526,-,476669,53,137.2,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11211,3527,-,476670,53,137.2,-30.47,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11212,3528,-,476671,53,137.19,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
11213,3537,1925.0,476680,54,138.42,-34.15,Google Earth image,Calcrete,MAJOR,,,,,0
11214,3538,1869.0,476681,54,138.84,-34.65,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,Y,0
11215,3539,1873.0,476682,54,138.83,-34.7,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11218,3540,1869.0,476683,54,138.84,-34.65,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11221,3541,1930.0,476684,54,138.88,-34.67,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11224,3543,1868.0,476686,54,138.82,-34.65,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11226,3545,-,476688,54,138.84,-34.66,Google Earth image,Gravel,MAJOR,,,,,0
11227,3546,-,476689,54,138.84,-34.66,Google Earth image,Gravel,MAJOR,,,,,0
11228,3547,-,476690,54,138.81,-34.62,Google Earth image,Quartzite,MAJOR,,,,,0
11229,3549,1887.0,476692,54,138.84,-34.63,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11230,3550,1896.0,476693,54,138.82,-34.66,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11233,3551,1896.0,476694,54,138.82,-34.66,GPS Standalone Navigational,Gold,MAJOR,Gold,RARE,ORE,N,0
11236,3552,1954.0,476695,54,138.86,-34.66,Google Earth image,Quartzite,MAJOR,,,,,0
11237,3553,-,476696,54,138.85,-34.68,Google Earth image,Gneiss,MAJOR,,,,,0
11238,3554,1982.0,476697,54,138.86,-34.6,Google Earth image,Shale,MINOR,,,,,0
11240,3555,-,476698,54,138.94,-34.73,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11241,3556,1895.0,476699,54,138.82,-34.66,GPS Standalone Navigational,Gold,MAJOR,Gold,RARE,ORE,N,0
11244,3557,1970.0,476700,54,139.0,-34.55,Google Earth image,Gneiss,MINOR,,,,,0
11246,3558,1932.0,476701,54,138.88,-34.72,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11249,3559,1877.0,476702,54,138.85,-34.74,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11250,3560,1900.0,476703,54,138.8,-34.72,Google Earth image,Quartzite,MAJOR,,,,,0
11251,3561,1885.0,476704,54,138.94,-34.74,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11252,3562,1989.0,476705,54,138.94,-34.67,Digital Image,Quartzite,MAJOR,,,,,0
11253,3563,1944.0,476706,54,138.94,-34.73,"Sourced from documents (PLANS, ENV, RB,etc)",Mica,MAJOR,Feldspar,MAJOR,GANGUE,N,0
11256,3564,1944.0,476707,54,138.91,-34.69,Google Earth image,Beryl,MINOR,Beryl,RARE,ORE,N,0
11264,3566,-,476709,54,138.75,-34.6,Google Earth image,Sand,MAJOR,,,,,0
11265,3567,1896.0,476710,54,138.82,-34.66,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11267,3568,1868.0,476711,54,138.84,-34.65,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11268,3569,1869.0,476712,54,138.83,-34.66,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11269,3570,1922.0,476713,54,138.9,-34.73,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11272,3572,1870.0,476715,54,138.84,-34.6,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11273,3573,1977.0,476716,54,138.79,-34.71,Google Earth image,Sand,MAJOR,,,,,0
11274,3574,1869.0,476717,54,138.84,-34.64,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11275,3575,-,476718,54,138.99,-34.73,Google Earth image,Kaolin,MAJOR,Kaolinite,ABUNDANT,ORE,Y,0
11276,3576,1900.0,476719,54,138.99,-34.73,Google Earth image,Kaolin,MAJOR,Kaolinite,ABUNDANT,ORE,Y,0
11285,3577,1973.0,476720,54,138.85,-34.61,Digital Image,Silica sand,MAJOR,Quartz,ABUNDANT,ORE,N,0
11286,3579,1960.0,476722,54,138.92,-34.57,Google Earth image,Shale,MINOR,Quartz,ABUNDANT,ORE,N,0
11288,3580,1885.0,476723,54,138.92,-34.75,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11289,3581,1931.0,476724,54,138.9,-34.74,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11293,3582,1909.0,476725,54,138.89,-34.75,GPS Standalone Navigational,Gold,MAJOR,Argentite,RARE,ORE,N,0
11314,3583,1932.0,476726,54,138.89,-34.75,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11317,3584,1877.0,476727,54,138.85,-34.75,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11318,3585,1935.0,476728,54,138.87,-34.72,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11319,3586,1869.0,476729,54,138.84,-34.66,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11320,3587,1869.0,476730,54,138.82,-34.66,GPS Standalone Navigational,Gold,MAJOR,Gold,RARE,ORE,N,0
11323,3588,1918.0,476731,54,138.9,-34.69,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11327,3589,1931.0,476732,54,138.9,-34.68,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11328,3590,1847.0,476733,54,138.9,-34.65,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
11335,3591,1874.0,476734,54,138.83,-34.71,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
11349,3593,1962.0,476736,54,138.79,-34.63,Google Earth image,Shale,MINOR,Quartz,MAJOR,ORE,N,0
11353,3594,1973.0,476737,54,138.84,-34.6,Digital Image,Silica sand,MAJOR,,,,,0
