,MINERAL_DEPOSIT_NO,DISCOVERY_YEAR,SITE_NO,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,SURVEY_METHOD,COMMODITY_NAME,SIGNIFICANCE,MINERAL,RELATIVE_ABUNDANCE_CODE,MINERAL_TYPE,WEATHERING_PRODUCT,Is_present
2933,3506,-,476649,53,137.17,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2934,3507,-,476650,53,137.16,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2935,3508,-,476651,53,137.16,-30.45,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2936,3509,-,476652,53,137.15,-30.42,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2937,3510,1981.0,476653,53,137.77,-30.97,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MAJOR,Chalcopyrite,RARE,ORE,N,0
2941,3511,-,476654,53,137.17,-30.45,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2942,3512,-,476655,53,137.21,-30.5,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2943,3513,-,476656,53,137.17,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2944,3514,-,476657,53,137.16,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2945,3515,-,476658,53,137.15,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2946,3516,1991.0,476659,53,137.21,-30.51,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2947,3517,1930.0,476660,53,137.17,-30.45,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2948,3518,-,476661,53,137.15,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2949,3519,-,476662,53,137.83,-30.02,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
2950,3520,-,476663,53,137.18,-30.44,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2951,3521,1883.0,476664,53,137.68,-30.05,Google Earth image,Copper,MAJOR,Carbonate,MAJOR,GANGUE,N,0
2954,3523,-,476666,53,137.21,-30.5,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2955,3525,-,476668,53,137.19,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2956,3526,-,476669,53,137.2,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2957,3527,-,476670,53,137.2,-30.47,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2958,3528,-,476671,53,137.19,-30.46,Google Earth image,Opal,MAJOR,Opal,RARE,ORE,N,0
2959,3537,1925.0,476680,54,138.42,-34.15,Google Earth image,Calcrete,MAJOR,,,,,0
2960,3747,1948.0,476890,53,132.14,-30.87,"Sourced from documents (PLANS, ENV, RB,etc)",Alunite,MAJOR,Alunite,MINOR,ORE,N,0
2961,3748,1948.0,476891,53,132.14,-30.85,"Sourced from documents (PLANS, ENV, RB,etc)",Alunite,MAJOR,Alunite,MINOR,ORE,N,0
2962,3749,1948.0,476892,53,132.15,-30.83,"Sourced from documents (PLANS, ENV, RB,etc)",Alunite,MAJOR,Alunite,MINOR,ORE,N,0
2963,3750,1885.0,476893,53,132.07,-30.76,"Sourced from documents (PLANS, ENV, RB,etc)",Coal,MAJOR,,,,,0
2964,3751,-,476894,53,133.84,-32.13,Google Earth image,Calcrete,MAJOR,,,,,0
2965,3752,1960.0,476895,53,133.48,-30.29,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Magnetite,MINOR,ORE,N,0
2967,3753,1885.0,476896,53,132.11,-30.89,"Sourced from documents (PLANS, ENV, RB,etc)",Coal,MAJOR,,,,,0
2968,3754,1976.0,476897,53,132.09,-30.1,"Sourced from documents (PLANS, ENV, RB,etc)",Coal,MAJOR,,,,,0
2969,3757,1986.0,476900,53,135.22,-29.36,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Feldspar,MINOR,GANGUE,N,0
2975,3758,1987.0,476901,53,135.04,-29.16,"Sourced from documents (PLANS, ENV, RB,etc)",Copper,MINOR,Calcite,MINOR,GANGUE,N,0
2989,3759,1986.0,476902,53,135.33,-29.47,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Feldspar,TRACE,GANGUE,N,0
2992,3760,1987.0,476903,53,135.04,-29.39,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Feldspar,MINOR,GANGUE,N,0
2996,3761,1932.0,476904,54,138.22,-33.92,Digital Image,Gypsum,MINOR,Halite,ABUNDANT,ORE,N,0
2998,3766,1972.0,831146,54,138.17,-33.24,Google Earth image,Quartzite,MAJOR,,,,,0
3000,3776,1962.0,476919,54,138.45,-33.69,Google Earth image,Sandstone,MAJOR,,,,,0
3001,3777,1958.0,476920,54,138.38,-33.38,Google Earth image,Kaolin,MAJOR,Kaolinite,ABUNDANT,ORE,Y,0
3002,3783,-,476926,54,138.11,-32.96,Google Earth image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,N,0
3003,3784,1947.0,476927,54,138.13,-32.97,Google Earth image,Magnesite,MAJOR,Dolomite,MINOR,GANGUE,N,0
3005,3792,1891.0,476935,54,138.35,-33.15,Google Earth image,Iron Ore,MAJOR,Argentite,RARE,ORE,N,0
3013,3798,1858.0,476941,54,138.56,-33.49,Google Earth image,Copper,MAJOR,Chalcocite,TRACE,ORE,N,0
3017,3799,1873.0,476942,54,138.55,-33.51,Digital Image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
3019,3813,1933.0,476956,54,138.55,-33.2,"Sourced from documents (PLANS, ENV, RB,etc)",Siltstone,MAJOR,,,,,0
3020,3814,1920.0,476957,54,138.22,-33.9,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3022,3820,1856.0,476963,54,138.25,-33.02,GPS Standalone Navigational,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
3026,3831,1929.0,476974,54,138.55,-33.82,Google Earth image,Copper,MINOR,Magnesite,MAJOR,ORE,N,0
3030,3836,1981.0,476979,54,138.23,-33.37,Digital Image,Sand,MAJOR,,,,,0
3031,3838,1966.0,476981,54,138.15,-33.43,Digital Image,Quartzite,MAJOR,,,,,0
3032,3846,1919.0,476989,54,138.25,-33.71,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3033,3847,1921.0,831125,54,138.26,-33.73,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3034,3859,1846.0,477002,54,138.55,-33.83,Digital Image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
3043,3865,1925.0,477008,54,138.17,-33.39,Google Earth image,Clay,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3045,3866,1912.0,831127,54,138.23,-33.79,Digital Image,Salt,MAJOR,Clay mineral,TRACE,GANGUE,N,0
3047,3870,-,477013,54,138.39,-33.37,Digital Image,Limestone,MAJOR,,,,,0
3048,3871,1972.0,477014,54,138.39,-33.37,Digital Image,Limestone,MAJOR,,,,,0
3049,3899,1895.0,477042,54,138.39,-33.22,Google Earth image,Iron,MINOR,Goethite,TRACE,GANGUE,Y,0
3065,3903,1908.0,477046,54,138.54,-33.06,Google Earth image,Phosphate,MAJOR,Phosphate,ABUNDANT,ORE,Y,0
3066,3904,1876.0,477047,54,138.23,-33.23,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
3067,3910,1947.0,477053,54,138.5,-33.96,Google Earth image,Calcrete,MAJOR,,,,,0
3068,3922,1921.0,831126,54,138.2,-33.91,Google Earth image,Gypsum,MAJOR,Gypsum,ABUNDANT,ORE,N,0
3069,3923,1913.0,477066,54,138.17,-33.92,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3070,3933,1890.0,477076,54,138.58,-33.79,Google Earth image,Silver,MINOR,Gold,RARE,ORE,N,0
3074,3934,-,831123,54,138.22,-33.9,Digital Image,Coal,MAJOR,,,,,0
3075,3940,1920.0,477083,54,138.29,-33.18,Google Earth image,Clay,MAJOR,,,,,0
3076,3965,1934.0,477108,54,138.13,-33.13,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
3079,3966,1889.0,477109,54,138.52,-33.14,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3083,3970,1926.0,477113,54,138.22,-33.34,Digital Image,Kaolin,MAJOR,Clay mineral,ABUNDANT,ORE,Y,0
3084,3980,1947.0,477123,54,138.01,-33.02,Google Earth image,Limestone,MAJOR,,,,,0
3085,3987,1937.0,477130,54,138.07,-33.24,Google Earth image,Sand,MINOR,,,,,0
3087,3992,1973.0,477135,54,138.25,-33.34,Google Earth image,Sand,MAJOR,Heavy Minerals,TRACE,ORE,N,0
3088,3994,1972.0,477137,54,138.07,-33.51,Google Earth image,Calcrete,MAJOR,,,,,0
3089,3995,-,477138,54,138.23,-33.54,Digital Image,Quartzite,MAJOR,,,,,0
3090,4018,1955.0,477161,54,138.37,-33.35,"Sourced from documents (PLANS, ENV, RB,etc)",Clay,MAJOR,,,,,0
3091,4021,1950.0,477164,54,138.19,-33.34,Digital Image,Limestone,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3092,4027,1935.0,477170,54,138.17,-33.27,Google Earth image,Shale,MAJOR,,,,,0
3093,4028,1959.0,477171,54,138.38,-33.24,Digital Image,Quartzite,MAJOR,,,,,0
3094,4034,1961.0,477177,54,138.58,-33.85,Google Earth image,Dolomite,MAJOR,,,,,0
3095,4041,-,477184,54,138.42,-33.61,Google Earth image,Sandstone,MAJOR,,,,,0
3096,4043,1975.0,477186,54,138.3,-33.74,"Sourced from documents (PLANS, ENV, RB,etc)",Coal,MAJOR,,,,,0
3097,4045,1933.0,477188,54,138.58,-34.01,Google Earth image,Limestone,MAJOR,,,,,0
3098,4049,1938.0,477192,54,138.58,-33.49,Google Earth image,Slate,MAJOR,,,,,0
3099,4050,1919.0,477193,54,138.54,-33.02,"Sourced from documents (PLANS, ENV, RB,etc)",Phosphate,MAJOR,Iron oxide (non specific),MAJOR,GANGUE,Y,0
3101,4051,1846.0,477194,54,138.55,-33.83,Digital Image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3113,4062,1914.0,477205,54,138.2,-33.23,Google Earth image,Alunite,MAJOR,Alunite,ABUNDANT,ORE,N,0
3115,4063,1965.0,477206,54,138.54,-33.45,Google Earth image,Copper,MAJOR,Calcite,MAJOR,GANGUE,N,0
3118,4066,1965.0,477209,54,138.58,-33.52,Google Earth image,Copper,MAJOR,Malachite,TRACE,ORE,Y,0
3119,4073,1858.0,2017124,54,138.53,-33.44,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3128,4076,1888.0,477219,54,138.16,-33.02,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
3133,4132,1960.0,477275,53,134.1,-30.14,Google Earth image,Iron,MAJOR,Magnetite,MINOR,ORE,N,0
3135,4138,1954.0,477281,53,134.45,-29.91,Google Earth image,Iron,MAJOR,Magnetite,MINOR,ORE,N,0
3137,4139,2000.0,2099341,53,133.91,-29.88,"Sourced from documents (PLANS, ENV, RB,etc)",Gold,MINOR,Magnetite,MINOR,ORE,N,0
3141,4140,1980.0,477283,53,134.49,-29.44,"Sourced from documents (PLANS, ENV, RB,etc)",Coal,MAJOR,,,,,0
3142,4141,1892.0,477284,54,138.44,-30.67,GPS Standalone Navigational,Copper,MAJOR,Chalcocite,TRACE,ORE,Y,0
3157,4148,1982.0,477291,54,138.44,-30.67,Google Earth image,Zinc,MAJOR,Willemite,MINOR,ORE,N,0
3158,4149,1909.0,477292,54,138.58,-30.85,Google Earth image,Copper,MAJOR,Argentite,RARE,ORE,N,0
3204,4156,1973.0,477299,54,138.53,-30.22,Google Earth image,Zinc,MAJOR,"Zincian mineral, undifferentiated",MINOR,ORE,Y,0
3205,4161,1873.0,477304,54,138.48,-30.49,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3208,4173,1899.0,477316,54,138.43,-30.99,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3210,4177,1908.0,477320,54,138.45,-30.58,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
3213,4182,-,477325,54,138.53,-30.44,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3221,4198,1971.0,2078023,54,138.43,-30.44,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3223,4199,1913.0,477342,54,138.44,-30.58,Google Earth image,Copper,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
3226,4204,1899.0,477347,54,138.46,-30.68,Google Earth image,Zinc,MINOR,Clay mineral,MAJOR,GANGUE,Y,0
3242,4207,1899.0,477350,54,138.44,-30.57,GPS Averaged Position,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3244,4209,1909.0,477352,54,138.57,-30.22,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3246,4211,1895.0,477354,54,138.29,-30.06,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3248,4213,1897.0,477356,54,138.56,-30.53,Digital Image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
3255,4214,1973.0,477357,54,138.5,-30.22,GPS Standalone Navigational,Copper,MAJOR,Chalcocite,TRACE,ORE,Y,0
3258,4218,1907.0,477361,54,138.5,-30.46,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3260,4220,-,477363,54,138.37,-30.56,Google Earth image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,N,0
3271,4231,1893.0,477374,54,138.34,-30.24,Google Earth image,Ochre,MAJOR,Iron oxide (non specific),ABUNDANT,ORE,Y,0
3272,4232,1899.0,477375,54,138.54,-30.52,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3287,4239,1908.0,477382,54,138.58,-30.99,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
3289,4240,1908.0,477383,54,138.57,-30.21,Google Earth image,Copper,MAJOR,Chalcocite,TRACE,ORE,Y,0
3301,4253,1868.0,477396,54,138.54,-30.94,Google Earth image,Iron,MINOR,Clay mineral,MAJOR,GANGUE,Y,0
3311,4256,1887.0,477399,54,138.13,-30.8,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3313,4268,1900.0,477411,54,138.45,-30.58,Google Earth image,Copper,MAJOR,Clay mineral,ABUNDANT,GANGUE,Y,0
3315,4289,1907.0,477432,54,138.57,-30.53,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3317,4294,1898.0,477437,54,138.56,-30.16,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3320,4295,1908.0,477438,54,138.58,-30.22,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3323,4297,1901.0,477440,54,138.11,-30.01,Google Earth image,Copper,MAJOR,Iron oxide (non specific),MINOR,GANGUE,Y,0
3326,4303,1899.0,477446,54,138.46,-30.58,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3362,4316,1899.0,477459,54,138.42,-30.73,GPS Standalone Navigational,Silver,MINOR,Azurite,TRACE,ORE,Y,0
3370,4323,1860.0,477466,54,138.48,-30.97,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3372,4324,-,477467,54,138.26,-30.45,Google Earth image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,N,0
3374,4325,-,477468,54,138.29,-30.48,Digital Image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,N,0
3375,4343,1955.0,477486,54,138.21,-30.4,Google Earth image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,N,0
3376,4346,1968.0,477489,54,138.35,-30.6,"Sourced from documents (PLANS, ENV, RB,etc)",Phosphate,MAJOR,Glauconite,MINOR,GANGUE,N,0
3379,4351,1900.0,477494,54,138.45,-30.57,GPS Standalone Navigational,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
3389,4352,1945.0,477495,54,138.23,-30.42,Google Earth image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,N,0
3391,4355,-,477498,54,138.56,-30.16,Google Earth image,Copper,MAJOR,,,,,0
3392,4359,1947.0,477502,54,138.51,-30.89,Google Earth image,Barite,MAJOR,Barite,ABUNDANT,ORE,N,0
3394,4362,-,477505,54,138.39,-30.4,Google Earth image,Coal,MAJOR,,,,,0
3395,4363,1860.0,477506,54,138.51,-30.96,GPS Standalone Navigational,Copper,MAJOR,Goethite,MAJOR,GANGUE,Y,0
3399,4364,1909.0,477507,54,138.47,-30.56,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3401,4366,1909.0,477509,54,138.42,-30.71,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3403,4370,2011.0,477513,54,138.45,-30.57,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3413,4386,1900.0,477530,54,138.54,-30.43,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3415,4389,-,477533,54,138.53,-30.52,Google Earth image,Copper,MAJOR,Iron oxide (non specific),ABUNDANT,GANGUE,Y,0
3418,4391,1915.0,477535,54,138.54,-30.53,Digital Image,Copper,MAJOR,Clay mineral,MAJOR,GANGUE,Y,0
3421,4395,1945.0,477539,54,138.36,-30.49,Google Earth image,Manganese,MAJOR,Manganese Oxide,MAJOR,ORE,Y,0
3422,4401,-,477545,54,138.41,-30.47,Google Earth image,Coal,MAJOR,,,,,0
3423,4402,1884.0,477546,54,138.53,-30.23,GPS Standalone Navigational,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3425,4404,1901.0,477548,54,138.55,-30.85,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3429,4406,-,477550,54,138.55,-30.52,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3431,4423,1872.0,477567,54,138.56,-30.85,Google Earth image,Calcite,MINOR,Bismuthinite,RARE,ORE,Y,0
3447,4434,1905.0,477578,54,138.58,-30.22,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3449,4436,1907.0,477580,54,138.46,-30.57,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3452,4442,1964.0,477586,53,137.99,-30.12,Google Earth image,Magnesite,MAJOR,Magnesite,ABUNDANT,ORE,N,0
3453,4445,1979.0,477589,53,137.98,-29.75,Digitised,Copper,MAJOR,Chalcocite,TRACE,ORE,N,0
3458,4446,1907.0,477590,53,137.78,-29.86,Google Earth image,Copper,MAJOR,Azurite,MINOR,ORE,Y,0
3461,4447,1964.0,477591,53,138.0,-29.75,Google Earth image,Copper,MAJOR,Azurite,TRACE,ORE,Y,0
3467,4448,1967.0,477592,53,137.91,-29.73,Google Earth image,Copper,MAJOR,Calcite,TRACE,GANGUE,N,0
3472,4449,1904.0,477593,53,137.37,-29.97,Google Earth image,Opal,MAJOR,Gypsum,TRACE,GANGUE,N,0
3474,4451,1907.0,477595,53,137.5,-29.68,Google Earth image,Copper,MAJOR,Chalcopyrite,TRACE,ORE,N,0
3476,4453,1948.0,477597,53,137.39,-29.81,Google Earth image,Clay,MAJOR,,,,,0
3477,4454,1880.0,477598,53,137.95,-29.78,Google Earth image,Copper,MAJOR,Chalcopyrite,TRACE,ORE,N,0
3482,4455,1890.0,477599,53,137.92,-29.74,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3484,4456,1979.0,477600,53,137.86,-29.76,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3485,4457,-,477601,53,137.86,-29.75,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3486,4458,1969.0,477602,53,138.0,-29.8,Google Earth image,Copper,MAJOR,Chalcopyrite,TRACE,ORE,N,0
3490,4459,1901.0,477603,53,137.92,-29.88,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3491,4460,-,477604,53,137.89,-29.79,Google Earth image,Diamond,MAJOR,Diamond,RARE,ORE,N,0
3492,4462,1917.0,477606,53,137.76,-29.82,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3493,4463,1917.0,477607,53,137.77,-29.84,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3495,4464,1917.0,477608,53,137.8,-29.84,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3497,4465,1888.0,477609,53,137.75,-29.81,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
3500,4466,1967.0,477610,53,137.96,-29.8,Google Earth image,Copper,MAJOR,Chalcopyrite,TRACE,ORE,N,0
3504,4467,1906.0,477611,53,137.69,-29.87,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3505,4468,1900.0,477612,53,137.81,-29.86,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3507,4469,-,477613,53,137.96,-29.84,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3509,4470,1975.0,477614,53,137.98,-29.72,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3510,4471,1972.0,477615,53,136.99,-29.03,Google Earth image,Celestite,MAJOR,Celestite,MINOR,ORE,N,0
3511,4472,1972.0,477616,53,137.03,-29.04,Google Earth image,Celestite,MAJOR,Celestite,MINOR,ORE,N,0
3512,4473,-,477617,53,137.39,-29.5,Digitised,Celestite,MAJOR,Celestite,MINOR,ORE,N,0
3513,4474,-,477618,53,137.27,-29.01,Digitised,Dolomite,MAJOR,,,,,0
3514,4476,1970.0,477620,53,137.48,-29.54,Digitised,Magnesium,MINOR,,,,,0
3516,4478,-,477622,53,137.06,-29.52,Digitised,Barite,MINOR,Celestite,MINOR,ORE,N,0
3518,4479,-,477623,53,137.27,-29.48,Digitised,Barite,MINOR,Celestite,MINOR,ORE,N,0
3520,4480,-,477624,53,137.28,-29.45,Digitised,Barite,MINOR,Celestite,MINOR,ORE,N,0
3522,4481,-,477625,53,137.32,-29.47,Digitised,Barite,MINOR,Celestite,MINOR,ORE,N,0
3524,4483,1890.0,477627,53,137.82,-29.88,Google Earth image,Gold,MINOR,Azurite,RARE,ORE,Y,0
3534,4484,1979.0,477628,53,137.81,-29.88,Google Earth image,Copper,MAJOR,Malachite,MINOR,ORE,Y,0
3535,4485,1897.0,477629,53,137.95,-29.85,Google Earth image,Copper,MAJOR,Gold,RARE,ORE,N,0
3549,4521,1931.0,477665,54,138.27,-34.43,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3550,4522,1953.0,477666,54,138.26,-34.47,Digital Image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3551,4532,1929.0,477676,54,138.42,-34.44,Google Earth image,Calcrete,MAJOR,,,,,0
3552,4534,1931.0,477678,54,138.26,-34.44,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3553,4536,1993.0,831161,54,138.26,-34.43,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3554,4538,1955.0,477682,54,138.16,-34.19,Google Earth image,Calcrete,MAJOR,,,,,0
3555,4716,1940.0,477860,53,134.86,-33.41,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3556,4736,1921.0,477880,53,132.47,-31.89,Google Earth image,Gypsum,MAJOR,Gypsum,ABUNDANT,ORE,N,0
3557,4750,1902.0,477894,53,135.08,-31.08,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
3559,4754,1918.0,477898,53,135.36,-31.02,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3560,4758,1908.0,477902,53,135.09,-31.1,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
3563,4759,-,477903,53,135.07,-31.11,Google Earth image,Gold,MAJOR,Gold,RARE,ORE,N,0
3565,4768,1958.0,477912,54,138.56,-34.72,Google Earth image,Sand,MAJOR,,,,,0
3566,4769,1929.0,477913,54,138.55,-34.74,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3567,4776,1997.0,477920,54,138.58,-34.56,Google Earth image,Sand,MAJOR,,,,,0
3568,4782,1926.0,477926,54,138.51,-34.73,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3569,4783,1930.0,477927,54,138.54,-34.74,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3570,4785,1937.0,477929,54,138.55,-34.72,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3571,4796,1930.0,477940,54,138.54,-34.75,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3572,4815,1960.0,477959,54,138.53,-34.22,Google Earth image,Quartzite,MAJOR,,,,,0
3573,4835,1946.0,477979,54,138.23,-34.36,Google Earth image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3574,4836,1934.0,477980,54,138.21,-34.26,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3575,4837,1955.0,477981,54,138.22,-34.3,Digital Image,Shell grit,MAJOR,Carbonate,ABUNDANT,ORE,N,0
3576,4889,1915.0,478033,53,136.43,-33.82,Digital Image,Graphite,MAJOR,Graphite,MINOR,ORE,N,0
3577,4890,1993.0,478034,53,135.74,-33.21,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Magnetite,MINOR,ORE,N,0
3579,4893,1979.0,478037,53,136.29,-33.54,"Sourced from documents (PLANS, ENV, RB,etc)",Uranium,MAJOR,Goethite,MINOR,ORE,Y,0
3583,4896,1941.0,478040,53,136.49,-33.19,Google Earth image,Mica,MINOR,Mica,MINOR,ORE,N,0
3585,4897,1919.0,478041,53,135.56,-34.16,Google Earth image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3586,4898,1993.0,478042,53,136.32,-33.47,"Sourced from documents (PLANS, ENV, RB,etc)",Manganese,MAJOR,Goethite,MAJOR,ORE,Y,0
3590,4900,1977.0,478044,53,135.58,-33.56,Digitised,Coal,MAJOR,,,,,0
3591,4902,1957.0,478046,53,135.67,-33.24,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Biotite,MINOR,GANGUE,N,0
3598,4903,1995.0,478047,53,135.88,-33.73,"Sourced from documents (PLANS, ENV, RB,etc)",Iron,MAJOR,Carbonate,MINOR,GANGUE,N,0
3601,4905,1954.0,478049,53,135.13,-31.09,Google Earth image,Granite,MAJOR,,,,,0
3602,4906,-,478050,53,136.07,-30.32,"Sourced from documents (PLANS, ENV, RB,etc)",Topaz,MAJOR,Topaz,RARE,ORE,N,0
3603,4907,1960.0,478051,53,135.36,-30.77,Google Earth image,Iron,MAJOR,Magnetite,MINOR,ORE,N,0
3605,4908,1932.0,478052,53,137.55,-35.05,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3606,4909,1895.0,478053,53,137.56,-35.02,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3607,4913,1919.0,478057,53,137.75,-35.08,Digital Image,Limestone,MAJOR,,,,,0
3608,4917,1933.0,478061,53,137.56,-35.08,Digital Image,Salt,MAJOR,Halite,ABUNDANT,ORE,N,0
3609,4921,1960.0,832367,53,136.97,-35.03,Digital Image,Limestone,MINOR,Dolomite,ABUNDANT,ORE,N,0
3611,4922,-,478066,53,135.05,-30.86,Google Earth image,Calcrete,MAJOR,,,,,0
3612,4928,1951.0,478072,53,137.7,-35.04,Google Earth image,Limestone,MAJOR,,,,,0
